ID,Education,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Children,Living_With,cluster,PCA1,PCA2,PCA3
11166,Graduate,49678.0,81,2,6,2,4,7,0,0,65,512,315,1,Partner,0,-0.6086,-1.0356,-0.7229
849,Postgraduate,56129.0,65,4,6,2,10,4,0,0,73,374,660,1,Partner,1,0.946,-1.4037,1.9549
523,Graduate,37155.0,51,1,2,0,4,5,0,0,37,514,74,1,Partner,0,-1.6243,-0.7336,-1.708
4066,Undergraduate,21282.0,76,2,2,1,2,6,0,0,48,49,46,1,Alone,2,-2.4082,1.8462,-0.7002
8414,Postgraduate,33419.0,76,2,2,0,4,7,0,0,64,316,86,1,Alone,2,-1.6479,1.7162,1.2361
819,Graduate,63285.0,84,1,6,5,13,3,0,0,81,236,1103,0,Alone,3,2.8515,1.6101,-1.0166
4961,Postgraduate,21255.0,56,4,2,1,4,4,0,0,52,159,61,1,Partner,0,-1.6482,-1.1555,0.8895
749,Graduate,42162.0,31,2,3,1,3,6,0,1,45,222,145,1,Partner,0,-1.1458,-0.2693,-1.0539
5430,Graduate,54450.0,0,12,9,2,8,8,0,0,70,653,684,2,Partner,0,-0.2561,-1.2993,2.3082
7755,Postgraduate,57744.0,91,2,9,1,4,8,0,0,72,229,411,1,Partner,0,-0.2613,-1.3232,1.7605
10525,Graduate,26576.0,40,1,1,0,2,9,0,1,40,624,27,1,Alone,2,-2.2657,2.7503,-0.8897
1453,Postgraduate,57513.0,59,2,9,3,13,6,0,0,83,358,1060,0,Alone,3,2.3942,1.4655,2.0856
8310,Graduate,68142.0,96,3,10,4,7,6,0,0,62,669,1459,1,Partner,1,1.7477,-1.1815,-0.1446
10710,Graduate,7500.0,61,1,1,0,2,8,0,0,47,669,18,1,Partner,0,-2.9062,-0.6875,-1.4153
5031,Graduate,83145.0,14,1,5,9,11,2,0,1,52,645,1833,0,Partner,1,4.2568,-0.507,-1.1108
2613,Postgraduate,54197.0,16,2,1,3,6,1,0,0,66,87,237,1,Partner,0,0.1421,-1.264,0.5454
213,Postgraduate,23091.0,98,4,2,1,3,7,0,0,63,32,48,2,Alone,2,-2.347,1.624,1.717
967,Graduate,46049.0,11,10,5,2,9,7,0,1,50,343,515,2,Partner,0,-0.4831,-0.6281,1.3398
1077,Graduate,56715.0,52,1,7,3,4,4,0,0,52,571,1020,0,Partner,0,1.0317,-0.8572,-1.3919
7959,Graduate,79410.0,19,1,3,2,5,1,0,0,65,31,1370,0,Partner,1,1.7412,-1.0909,-2.1769
640,Graduate,57304.0,61,2,7,6,10,5,0,0,75,475,1026,1,Partner,1,1.789,-1.1723,-0.3485
4252,Graduate,44375.0,73,1,4,1,6,5,0,0,61,98,301,1,Partner,0,-0.6234,-1.0397,-1.5117
8432,Graduate,54450.0,0,12,9,2,8,8,0,0,70,653,684,2,Partner,0,-0.2607,-1.3222,2.2646
6218,Graduate,59594.0,74,1,8,1,7,7,0,0,61,617,499,1,Partner,0,0.1587,-1.0189,-0.5858
6905,Graduate,80685.0,55,1,6,4,10,2,0,0,32,676,1004,0,Partner,1,2.3512,-0.9761,-1.9074
5922,Postgraduate,40344.0,48,2,4,1,5,7,0,0,52,259,218,1,Partner,0,-1.1556,-1.12,1.0574
3598,Graduate,62710.0,53,4,4,2,12,4,0,0,54,402,606,1,Partner,0,0.8353,-1.1598,-0.7481
6116,Undergraduate,48985.0,13,1,1,1,3,3,0,0,58,359,75,1,Partner,0,-1.3272,-1.0308,-0.8192
6263,Graduate,35322.0,34,3,2,0,4,8,0,0,58,676,106,3,Partner,0,-2.6644,-0.9477,0.0617
10486,Graduate,77142.0,54,1,4,4,8,2,0,0,78,396,990,0,Partner,1,2.167,-1.1811,-1.5213
2410,Graduate,81657.0,69,1,3,4,8,1,0,0,57,158,1097,0,Alone,3,2.2649,1.7563,-2.0227
193,Undergraduate,14421.0,81,1,1,0,2,5,0,0,30,132,16,0,Partner,0,-2.4855,-0.7997,-1.7711
3363,Undergraduate,20130.0,99,1,1,0,3,8,0,0,52,104,34,0,Partner,0,-2.4768,-0.9212,-1.1768
8278,Postgraduate,74214.0,3,1,8,2,5,5,0,0,36,672,1711,0,Partner,1,1.7948,-1.0187,0.8335
10660,Postgraduate,66726.0,61,3,8,2,4,7,0,0,69,168,438,2,Partner,0,-0.3294,-1.4306,2.0157
8686,Undergraduate,23724.0,65,2,2,0,3,8,0,0,47,537,75,1,Partner,0,-2.6545,-0.9325,-0.321
1604,Postgraduate,47353.0,93,3,2,2,6,5,0,0,66,228,225,1,Partner,0,-0.5966,-1.2662,1.1376
5907,Postgraduate,33444.0,24,1,1,0,2,8,0,0,74,603,18,2,Partner,0,-2.4557,-1.0442,1.753
10669,Graduate,54386.0,8,2,3,2,10,3,0,0,45,408,470,1,Partner,0,0.3567,-1.0344,-1.5001
2918,Graduate,28510.0,72,3,2,0,4,5,0,0,45,442,91,2,Alone,2,-2.085,1.9464,-0.8322
5735,Postgraduate,90638.0,29,1,3,4,10,1,0,0,35,136,2525,0,Alone,3,3.6341,1.5951,-0.1106
359,Graduate,48070.0,33,3,8,2,6,7,1,0,76,532,504,1,Partner,0,-0.1964,-0.9778,-0.2484
8387,Graduate,43140.0,68,1,4,1,5,6,0,0,69,540,235,1,Partner,0,-0.8101,-0.9803,-0.9658
1829,Postgraduate,54959.0,55,3,9,5,4,7,0,1,65,526,1232,1,Alone,3,1.4115,2.1923,2.7034
3839,Undergraduate,15056.0,76,5,2,2,3,5,0,0,68,422,88,2,Alone,2,-2.3552,1.6722,0.8029
9392,Graduate,26954.0,17,1,1,0,2,7,0,0,55,52,17,1,Alone,2,-2.3274,2.0336,-1.5918
2292,Graduate,22327.0,94,1,1,0,3,5,0,0,41,331,24,1,Alone,2,-2.0842,2.0774,-1.8307
10466,Graduate,44393.0,86,2,1,0,4,4,0,0,61,311,60,2,Partner,0,-1.7112,-1.0914,-1.2981
9855,Postgraduate,62000.0,25,1,6,6,13,4,0,0,74,308,1020,1,Alone,3,2.4161,1.3975,1.5475
4088,Postgraduate,31497.0,22,2,3,1,4,8,0,0,64,570,155,1,Partner,0,-1.5732,-1.009,1.617
5231,Undergraduate,45894.0,15,1,1,0,3,5,0,0,52,122,51,2,Partner,0,-2.2817,-1.0712,-0.6228
590,Postgraduate,78579.0,35,1,5,6,4,3,0,1,56,554,1812,0,Alone,3,2.9851,2.3032,1.2806
8732,Postgraduate,67369.0,81,4,7,4,10,4,0,1,57,589,1461,1,Alone,3,2.494,1.9858,2.3419
2315,Graduate,58401.0,55,1,1,2,2,4,0,0,66,70,96,1,Alone,2,-0.8411,1.8892,-1.6017
3515,Graduate,62307.0,94,1,4,0,4,5,0,0,74,132,160,1,Alone,2,-0.5294,1.7698,-1.1299
2245,Postgraduate,43641.0,50,3,2,1,4,6,0,0,57,433,139,2,Partner,0,-1.653,-1.1541,1.5965
6283,Postgraduate,63841.0,64,1,9,3,9,6,0,0,58,434,908,1,Alone,3,1.4096,1.5549,1.6635
2246,Undergraduate,46891.0,91,1,2,1,4,4,0,0,61,301,183,1,Partner,0,-1.1903,-1.1172,-0.7285
6606,Postgraduate,70091.0,11,2,5,2,10,8,0,0,57,455,1161,1,Partner,1,0.9036,-1.2252,1.6739
5545,Postgraduate,78075.0,72,1,3,5,5,1,0,0,54,85,988,0,Partner,1,1.8509,-1.2768,-0.1918
7342,Undergraduate,59184.0,6,3,6,6,12,5,0,0,65,658,1072,1,Alone,2,1.7132,1.5742,0.8521
837,Graduate,54809.0,0,4,2,1,5,4,0,0,49,291,174,2,Partner,0,-1.2185,-0.9824,-0.7599
9500,Graduate,58113.0,66,3,9,2,8,7,1,0,67,520,758,1,Partner,0,0.4343,-1.1151,-0.5043
3602,Postgraduate,51412.0,42,2,3,2,4,4,0,0,68,180,195,1,Partner,0,-0.494,-1.22,0.9774
234,Graduate,15287.0,60,2,1,1,2,7,0,1,47,627,31,1,Alone,2,-2.0394,2.7417,-0.6449
2995,Postgraduate,66636.0,64,1,3,4,9,1,0,0,69,316,1084,0,Partner,1,2.1806,-1.3096,0.4181
1118,Postgraduate,50965.0,87,3,10,4,5,8,0,0,70,494,685,1,Partner,1,0.4466,-1.2695,2.3307
7789,Postgraduate,84618.0,96,1,6,9,10,2,0,0,61,219,1672,0,Partner,1,3.8671,-1.4698,0.3964
3068,Graduate,18351.0,1,1,2,0,3,7,0,0,36,243,43,0,Partner,0,-2.1016,-0.5968,-2.0675
8955,Postgraduate,40451.0,54,1,1,1,2,5,0,0,69,133,49,2,Partner,0,-1.8737,-1.2315,0.8879
945,Graduate,36317.0,53,2,3,0,4,7,0,0,61,403,133,1,Partner,0,-1.6263,-0.861,-0.9213
5644,Graduate,42213.0,96,2,5,1,7,7,0,0,69,260,363,1,Partner,0,-0.62,-1.0947,-0.8324
7192,Graduate,65748.0,58,2,2,4,10,1,1,0,71,440,545,1,Partner,0,1.1207,-1.1705,-1.6712
2324,Graduate,77044.0,12,2,7,11,11,4,0,0,54,245,1065,1,Partner,1,2.95,-1.1888,-0.9403
697,Graduate,74918.0,78,1,5,9,6,3,0,0,57,474,2047,0,Partner,1,3.201,-1.0309,-1.6158
3439,Graduate,56721.0,64,5,4,1,5,6,0,0,54,606,296,2,Partner,0,-1.1039,-1.051,-0.0466
1506,Graduate,42160.0,26,4,2,1,4,6,0,1,51,366,140,2,Alone,2,-1.4074,2.477,-0.0112
232,Graduate,61559.0,8,1,4,2,10,3,0,0,61,347,530,1,Alone,2,0.9092,1.8315,-1.0287
8876,Postgraduate,33629.0,49,5,3,1,4,9,0,0,63,690,152,2,Partner,0,-2.1375,-1.1734,2.5416
4500,Postgraduate,68682.0,56,1,4,9,10,2,0,0,35,266,1598,0,Partner,1,3.0917,-1.2349,-0.086
9739,Graduate,34377.0,55,2,2,2,2,7,0,0,63,526,114,1,Alone,2,-1.6109,1.9864,-0.858
10395,Undergraduate,8940.0,25,3,3,1,3,8,0,0,40,676,101,1,Alone,2,-2.6729,2.0038,0.1498
1176,Graduate,26228.0,50,1,1,0,2,8,0,0,53,280,25,1,Partner,0,-2.5274,-0.7357,-1.4675
1627,Undergraduate,77297.0,84,1,5,7,9,4,0,0,69,519,789,0,Alone,3,2.1579,1.6177,-0.1858
938,Graduate,40211.0,30,2,2,1,2,8,0,0,45,334,87,2,Partner,0,-2.4231,-0.8036,-0.9383
2740,Postgraduate,33438.0,81,4,2,1,4,5,0,0,68,280,90,2,Alone,2,-1.6388,1.5815,1.8672
257,Postgraduate,75032.0,74,2,5,4,9,3,0,0,67,427,1215,1,Partner,1,1.9745,-1.3692,1.3405
4058,Postgraduate,61284.0,76,1,11,2,8,6,0,0,71,260,811,0,Alone,3,1.6796,1.5482,1.5773
7736,Graduate,22518.0,36,2,2,1,2,5,0,1,40,615,61,1,Partner,0,-1.6655,-0.1832,-1.1166
8210,Postgraduate,54730.0,64,5,4,1,8,4,0,0,51,318,405,1,Partner,0,-0.077,-1.3353,1.3746
833,Postgraduate,38452.0,62,3,3,0,3,7,0,0,71,91,72,2,Partner,0,-2.0431,-1.2396,1.7108
6230,Graduate,44421.0,53,5,5,0,4,8,0,0,55,499,189,2,Alone,2,-1.7828,1.8466,0.2667
7325,Postgraduate,38197.0,86,1,1,0,3,5,0,0,40,365,40,1,Partner,0,-1.774,-1.0305,0.1916
1307,Graduate,41986.0,15,3,3,0,4,4,0,0,48,140,63,1,Alone,2,-1.2537,1.9666,-1.2274
1502,Graduate,28427.0,67,2,2,0,3,8,0,0,43,465,52,1,Partner,0,-2.3338,-0.736,-1.2567
6211,Postgraduate,37395.0,47,1,1,0,3,6,0,0,50,58,39,1,Partner,0,-1.897,-1.0627,0.302
843,Graduate,64722.0,47,4,8,2,11,6,0,0,55,34,805,1,Partner,0,0.9792,-1.2071,-0.519
4174,Postgraduate,55249.0,81,1,2,1,4,3,0,0,70,73,130,1,Partner,0,-0.5369,-1.2757,0.4889
9757,Graduate,84906.0,98,1,5,6,12,2,0,0,54,268,1631,0,Partner,1,3.4218,-1.2617,-1.9967
6918,Graduate,28691.0,56,1,1,0,3,8,0,0,37,360,34,1,Partner,0,-2.4828,-0.7273,-1.777
286,Graduate,44213.0,48,4,2,1,5,6,0,0,74,212,152,2,Alone,2,-1.4344,1.7686,-0.0996
11086,Undergraduate,25707.0,18,1,1,0,3,7,0,0,42,162,21,1,Alone,2,-2.6027,1.9294,-0.8516
1921,Postgraduate,59062.0,74,2,2,0,3,4,0,0,59,269,71,3,Partner,0,-1.7264,-1.2951,1.4021
4138,Graduate,76624.0,68,1,5,10,7,1,0,0,64,36,899,1,Alone,3,2.5971,1.599,-1.5773
7718,Postgraduate,66000.0,36,1,1,3,5,1,0,0,79,70,711,0,Partner,1,1.1235,-1.3015,0.1488
1291,Postgraduate,27683.0,90,4,6,2,4,8,0,0,48,694,351,1,Partner,0,-1.2426,-1.0504,1.9233
6862,Graduate,1730.0,65,15,0,0,0,20,0,0,55,42,8,0,Alone,0,-5.0393,2.0297,1.61
4136,Undergraduate,7500.0,63,4,3,2,2,9,0,0,34,573,119,1,Alone,2,-2.8915,2.0224,0.213
803,Graduate,40521.0,82,1,0,1,2,5,0,0,58,450,21,2,Partner,0,-2.0936,-0.8895,-1.3023
4298,Postgraduate,20427.0,63,1,1,0,2,8,0,0,53,97,10,1,Partner,0,-2.613,-0.9905,0.5391
10833,Graduate,65106.0,55,3,8,3,13,6,0,0,51,36,973,1,Partner,1,1.4685,-1.295,-0.8983
9606,Postgraduate,69969.0,64,1,4,2,6,3,0,1,61,306,1536,0,Partner,1,2.0673,-0.709,0.7609
8534,Graduate,67433.0,51,4,6,5,13,4,0,0,74,348,992,2,Partner,1,1.7264,-1.4242,0.0185
5153,Postgraduate,77766.0,97,2,11,10,11,6,0,1,59,492,1529,1,Partner,1,3.8123,-0.9324,2.2705
961,Graduate,74716.0,92,2,7,3,5,4,0,0,54,290,860,1,Partner,0,0.9507,-1.0987,-1.1443
5011,Graduate,68118.0,51,2,8,9,4,6,0,0,63,254,928,1,Alone,3,1.574,1.7483,-0.5872
6653,Postgraduate,55158.0,72,4,7,2,5,7,0,1,56,699,418,2,Partner,0,-0.2454,-0.7164,2.7642
9094,Undergraduate,62972.0,39,2,7,4,3,6,0,1,71,695,587,1,Partner,0,0.4269,-0.6132,0.9218
810,Graduate,74190.0,49,2,4,2,11,2,0,0,51,48,641,1,Partner,0,1.2347,-1.1768,-1.6166
5493,Graduate,39356.0,21,1,1,0,2,6,0,0,50,102,23,2,Partner,0,-2.4282,-0.881,-1.5266
2147,Graduate,76653.0,91,1,4,7,11,2,0,0,57,317,2279,0,Partner,1,3.7118,-1.1704,-1.8579
5107,Postgraduate,35860.0,37,2,1,1,2,5,0,0,53,41,49,2,Alone,2,-2.0507,1.714,0.9531
3979,Postgraduate,90687.0,98,1,6,2,8,2,0,1,43,403,1779,0,Alone,3,3.2,2.1419,0.8051
6049,Postgraduate,73450.0,85,1,7,8,11,3,0,0,44,206,1804,0,Partner,1,3.538,-1.3654,0.2987
8147,Graduate,31454.0,40,3,2,0,3,8,0,0,66,358,48,2,Partner,0,-2.5218,-0.9686,-0.4453
1857,Graduate,47139.0,2,2,2,1,2,7,0,1,74,115,83,2,Alone,2,-1.5019,2.4458,-0.0641
3910,Graduate,83829.0,78,0,4,7,6,1,0,1,51,264,1862,0,Alone,3,3.5275,2.3454,-1.8331
5207,Postgraduate,53378.0,41,10,9,4,6,8,0,1,63,643,793,2,Partner,0,0.3001,-0.8879,4.3003
11114,Graduate,19656.0,94,3,2,1,3,7,0,0,56,506,84,1,Partner,0,-2.1459,-0.9118,-1.0797
5429,Postgraduate,45579.0,10,1,4,1,4,6,0,0,78,313,183,1,Partner,0,-0.7961,-1.1564,1.3886
9400,Undergraduate,85485.0,73,1,6,6,6,2,0,0,68,8,1383,0,Alone,3,2.5412,1.4712,-0.8669
1740,Graduate,55956.0,22,2,7,3,4,4,0,0,82,83,999,0,Partner,0,1.1263,-1.0666,-1.0078
7488,Postgraduate,64191.0,30,3,5,3,13,3,0,0,63,523,825,1,Alone,3,1.8147,1.4604,1.7524
195,Graduate,38808.0,21,4,5,1,4,8,0,1,54,672,246,1,Alone,2,-0.9181,2.6078,0.4198
635,Postgraduate,57183.0,51,8,9,1,7,8,0,0,60,467,610,2,Partner,0,-0.4023,-1.3925,3.4109
7527,Postgraduate,23748.0,97,3,2,1,3,8,0,0,58,585,76,1,Alone,2,-1.996,1.7973,1.5702
10319,Graduate,66303.0,56,4,3,4,11,8,0,0,55,488,1286,1,Partner,0,0.9538,-1.1415,-0.4888
2296,Postgraduate,37368.0,4,1,1,0,2,6,0,0,51,195,30,1,Partner,0,-1.9807,-0.9483,0.5632
10637,Graduate,40800.0,77,2,3,0,3,7,1,0,62,544,99,3,Partner,0,-2.6033,-1.0193,-0.7231
2931,Graduate,71847.0,95,0,6,7,9,3,0,0,48,646,1192,0,Alone,3,2.7422,1.8576,-1.6011
907,Graduate,46149.0,36,5,5,1,7,5,0,0,51,212,362,1,Partner,0,-0.5226,-1.0376,-0.6465
3698,Graduate,78687.0,13,1,4,6,8,2,0,1,43,689,2130,0,Partner,1,3.4615,-0.3669,-1.3417
9516,Undergraduate,49118.0,90,2,9,7,10,7,0,1,55,680,1229,0,Alone,3,2.2429,2.198,0.7229
679,Postgraduate,37633.0,49,2,1,0,3,9,0,0,69,647,38,2,Partner,0,-2.4363,-1.0354,2.0137
7384,Postgraduate,39767.0,18,2,7,1,7,8,0,0,75,343,485,0,Partner,0,-0.0029,-1.1643,1.6411
5043,Undergraduate,26997.0,89,2,4,2,5,7,0,0,75,601,434,0,Partner,0,-0.8567,-1.0586,0.0492
5267,Graduate,33986.0,43,1,1,0,3,7,0,0,56,472,44,1,Alone,2,-1.9607,2.0817,-1.1861
339,Postgraduate,57091.0,82,2,9,2,5,7,0,1,54,583,496,1,Partner,0,0.4624,-0.6045,2.1625
2516,Undergraduate,46831.0,84,2,1,2,2,4,0,0,57,386,78,2,Partner,0,-1.8836,-1.1292,-0.3314
9010,Postgraduate,83151.0,80,1,5,7,10,2,0,1,54,504,2346,0,Partner,1,4.3116,-0.814,0.8501
378,Graduate,52531.0,68,2,7,2,10,6,0,0,55,546,794,0,Partner,0,1.0441,-0.9652,-0.9109
4808,Graduate,15759.0,12,1,1,0,2,7,0,0,70,297,17,0,Partner,0,-2.099,-0.7179,-1.5248
5068,Graduate,22804.0,75,1,2,0,2,9,0,0,55,333,26,1,Alone,2,-2.5206,2.0852,-1.1546
7628,Undergraduate,43050.0,10,2,2,0,4,5,0,0,53,103,76,1,Partner,0,-1.7676,-1.0708,-0.6911
7128,Postgraduate,42997.0,91,1,1,0,2,7,0,0,49,204,15,2,Alone,2,-2.316,1.7347,0.8739
2811,Postgraduate,48918.0,21,2,1,0,4,4,0,0,63,78,62,2,Alone,2,-1.4588,1.6462,1.1951
3551,Postgraduate,60033.0,28,2,2,1,5,2,0,0,72,92,198,1,Partner,0,-0.1522,-1.2848,0.7771
1663,Postgraduate,34043.0,97,1,2,0,2,9,0,0,48,247,49,1,Partner,0,-2.3565,-0.9793,0.7122
5543,Graduate,57811.0,49,5,7,2,11,5,0,0,60,370,802,1,Partner,1,0.9341,-1.2173,-0.194
1577,Graduate,78569.0,14,1,4,6,4,1,0,1,80,130,1736,0,Partner,1,3.0495,-0.5493,-1.265
10641,Graduate,7500.0,5,4,2,1,3,6,0,0,48,549,57,2,Alone,2,-2.6481,2.0091,-0.4162
5336,Postgraduate,157733.0,37,0,1,0,1,1,0,0,55,390,59,1,Partner,1,1.1332,-1.247,0.0866
6024,Graduate,94384.0,62,0,5,8,5,2,0,1,73,482,2302,0,Partner,1,4.1822,-0.5774,-1.2443
1878,Undergraduate,23148.0,83,1,2,0,3,7,0,0,41,131,37,0,Partner,0,-2.2634,-0.8742,-1.3173
3099,Graduate,44267.0,48,5,5,2,4,9,0,0,56,489,310,2,Alone,2,-1.5399,1.8721,0.4192
6055,Graduate,71626.0,94,1,5,5,8,3,0,0,47,605,1305,0,Partner,1,2.182,-1.0185,-1.7758
5841,Graduate,60894.0,61,5,10,3,8,7,0,0,60,366,832,1,Partner,1,0.8365,-1.1952,0.1249
3972,Graduate,50200.0,70,6,7,1,5,8,0,0,50,452,401,2,Partner,0,-1.2287,-1.0881,0.319
4394,Postgraduate,81051.0,43,1,5,5,12,2,0,0,61,37,1501,0,Partner,1,3.2119,-1.4137,0.3627
5758,Graduate,65169.0,23,1,10,4,13,6,0,1,44,166,1189,0,Partner,1,2.7391,-0.5353,-0.9327
6658,Graduate,59868.0,37,7,11,2,12,6,0,0,54,342,1194,1,Partner,1,1.5172,-1.2941,0.4707
4603,Postgraduate,65695.0,50,2,5,4,10,4,0,0,66,149,656,1,Partner,1,1.2824,-1.4023,1.1603
8427,Postgraduate,64857.0,78,1,7,5,10,4,0,0,70,583,1540,0,Alone,3,2.8672,1.5217,1.3311
10260,Postgraduate,45143.0,74,3,6,1,5,7,0,0,61,307,311,1,Partner,0,-0.7503,-1.2634,1.4941
7143,Undergraduate,74805.0,14,5,4,7,10,2,0,0,71,235,820,1,Partner,1,1.774,-1.4692,0.3248
8789,Undergraduate,59060.0,77,3,3,1,7,4,0,0,37,169,274,1,Partner,0,-0.7333,-1.2115,-0.8538
6197,Postgraduate,27238.0,39,3,3,0,3,9,0,0,64,435,57,2,Alone,2,-2.4646,1.7529,2.1869
4554,Graduate,47009.0,89,4,3,2,8,4,0,0,61,271,448,1,Partner,0,-0.1253,-1.1477,-0.9758
4937,Undergraduate,46094.0,62,1,1,0,3,7,0,0,53,19,44,2,Partner,0,-2.5636,-1.1123,-0.6069
1920,Graduate,40321.0,59,2,3,0,3,7,0,0,54,335,102,2,Partner,0,-2.1276,-0.916,-0.8305
8749,Graduate,37235.0,68,1,1,1,2,4,0,0,42,148,61,1,Partner,0,-1.7217,-0.8796,-2.2856
1650,Postgraduate,81843.0,13,1,5,9,12,3,0,0,66,433,1643,0,Partner,1,3.8741,-1.3183,0.9785
10377,Postgraduate,46692.0,37,3,6,1,5,6,0,0,68,388,397,1,Partner,0,-0.4471,-1.2577,1.6833
9206,Graduate,77382.0,36,2,5,7,12,1,0,0,58,173,1121,1,Partner,1,2.7739,-1.3164,-1.4644
10971,Graduate,37774.0,28,4,7,2,3,9,1,1,49,664,473,2,Alone,2,-1.3155,2.518,0.316
6398,Undergraduate,18393.0,2,2,3,0,3,8,0,0,52,92,50,1,Partner,0,-2.717,-0.9526,-0.37
9212,Postgraduate,72828.0,17,6,6,3,13,7,0,0,64,500,1678,1,Partner,1,1.9896,-1.4598,2.5857
7937,Graduate,24711.0,86,1,3,0,3,7,0,0,44,72,58,0,Partner,0,-1.8352,-0.8116,-2.2268
839,Postgraduate,45503.0,54,1,3,1,4,5,0,0,51,277,170,1,Partner,0,-0.9923,-1.0682,0.6596
4246,Postgraduate,6560.0,2,0,1,0,1,17,0,0,44,199,373,0,Alone,0,-3.5142,2.2595,1.0255
158,Postgraduate,71604.0,3,1,8,3,5,4,0,1,81,224,1196,0,Partner,1,2.2938,-0.684,1.6974
4832,Graduate,27244.0,84,2,2,2,2,7,0,0,47,114,101,1,Partner,0,-2.0551,-0.8696,-1.6747
5621,Graduate,48752.0,8,5,6,1,5,9,0,1,57,564,316,2,Partner,0,-1.0893,-0.4397,0.8575
1945,Graduate,71434.0,4,3,7,4,7,4,0,0,64,284,1400,1,Partner,1,1.704,-1.1196,-0.5643
5147,Graduate,90842.0,57,1,4,9,13,1,0,0,78,335,1424,0,Alone,3,4.2686,1.5486,-1.3206
2535,Postgraduate,88097.0,24,1,6,5,8,9,0,1,48,680,844,1,Partner,1,1.5459,-0.5632,2.0467
11039,Graduate,51948.0,51,2,5,2,4,5,0,0,51,285,311,1,Partner,0,-0.5488,-1.0118,-1.371
9495,Graduate,71853.0,29,1,2,8,6,1,0,0,44,417,1149,0,Partner,1,2.172,-0.9786,-2.367
9635,Postgraduate,35876.0,13,1,3,1,3,6,0,0,43,70,129,0,Partner,0,-1.2122,-0.9802,0.0277
2173,Graduate,40049.0,23,1,1,0,3,6,0,0,74,256,32,1,Alone,2,-1.5966,1.986,-1.0318
942,Graduate,39660.0,36,3,7,1,3,9,0,1,44,690,299,1,Alone,2,-0.9615,2.6625,0.2469
9386,Graduate,50127.0,88,1,5,1,6,6,0,0,64,31,320,1,Partner,0,-0.5254,-1.1262,-1.4497
5510,Postgraduate,43263.0,2,3,5,2,6,5,0,0,49,585,441,1,Partner,0,-0.3057,-1.0901,1.4858
873,Postgraduate,62845.0,3,11,3,4,10,8,0,1,77,636,1178,2,Partner,0,0.736,-0.9243,4.507
2253,Graduate,18929.0,15,1,1,0,4,6,0,0,36,498,85,0,Partner,0,-1.8596,-0.5808,-2.0121
5181,Undergraduate,24367.0,58,1,1,0,2,9,0,0,44,466,24,1,Alone,2,-2.9339,2.0309,-0.3927
979,Graduate,33249.0,11,2,2,1,3,6,0,0,51,494,112,1,Alone,2,-1.6158,2.1188,-0.9625
10390,Undergraduate,26887.0,27,1,1,0,3,6,0,0,67,504,30,1,Partner,0,-2.2606,-0.995,-0.3567
4698,Postgraduate,50150.0,32,2,5,2,7,5,0,0,43,374,410,0,Partner,0,0.2462,-1.0699,0.6538
7793,Graduate,62061.0,12,3,10,4,7,6,0,0,50,302,800,1,Partner,0,0.968,-1.0882,-0.5242
1745,Postgraduate,85696.0,88,1,4,6,9,1,0,1,64,422,1313,0,Alone,3,3.5443,2.0687,1.0237
10590,Postgraduate,76542.0,91,1,4,8,10,2,0,0,70,456,1483,0,Partner,1,3.3381,-1.4337,0.5789
5080,Graduate,70515.0,12,1,6,6,4,2,0,1,33,251,1258,0,Alone,3,2.3106,2.5212,-1.6945
8369,Graduate,18227.0,21,1,0,1,2,8,0,0,39,598,28,1,Partner,0,-2.7156,-0.6231,-1.5875
5232,Graduate,69139.0,23,1,4,1,5,4,0,0,61,153,227,1,Partner,0,-0.1497,-1.0272,-1.4787
2407,Graduate,69109.0,10,1,6,6,7,4,0,1,44,597,1555,0,Partner,1,2.6421,-0.3235,-1.0818
3834,Graduate,69627.0,35,2,8,2,11,5,0,0,64,469,861,1,Alone,3,1.5638,1.7136,-0.2768
7912,Graduate,38136.0,69,2,3,1,2,8,0,0,48,433,103,1,Partner,0,-1.9505,-0.8317,-1.2266
7712,Postgraduate,62159.0,68,1,6,2,10,4,0,0,80,62,634,0,Alone,2,1.6077,1.444,1.0123
1065,Graduate,80695.0,85,1,5,8,5,2,0,0,63,182,1918,0,Alone,3,3.1915,1.7427,-1.7047
7275,Postgraduate,33316.0,34,3,2,1,4,6,0,0,55,268,131,2,Alone,2,-1.8287,1.6856,1.5471
1343,Graduate,58554.0,55,6,8,2,6,7,0,0,58,641,586,2,Partner,0,-0.3288,-1.1161,0.7124
1384,Undergraduate,17256.0,10,2,2,1,2,8,0,0,34,218,62,1,Partner,0,-2.9229,-0.8014,-0.644
9967,Graduate,53034.0,30,8,6,1,7,8,0,0,52,395,447,2,Alone,2,-0.9843,1.6779,0.8051
6181,Undergraduate,52203.0,36,1,8,7,11,6,0,0,76,698,939,0,Partner,1,2.0069,-1.2169,0.3997
10507,Undergraduate,59601.0,14,4,2,2,7,8,0,0,49,339,797,1,Alone,2,-0.6472,1.7232,0.2646
2674,Postgraduate,75154.0,79,1,6,3,6,3,0,1,68,663,1143,1,Alone,3,2.0668,2.1325,1.9098
2698,Graduate,47025.0,52,3,6,3,5,6,0,0,50,234,415,1,Alone,2,-0.2988,1.8761,-0.7749
3231,Graduate,37971.0,97,1,1,0,3,8,0,0,53,216,30,1,Partner,0,-2.1859,-0.8524,-1.6253
